"","Basal.Sample.1","Basal.Sample.15","Basal.Sample.16","Basal.Sample.17","Basal.Sample.18","Basal.Sample.3","Basal.Sample.4","Basal.Sample.5","Basal.Sample.7","HER2.Sample.19","HER2.Sample.20","HER2.Sample.21","HER2.Sample.28","HER2.Sample.29","HER2.Sample.30","HER2.Sample.37","HER2.Sample.38","HER2.Sample.39","LumA.Sample.10","LumA.Sample.11","LumA.Sample.12","LumA.Sample.13","LumA.Sample.14","LumA.Sample.2","LumA.Sample.6","LumA.Sample.8","LumA.Sample.9","LumB.Sample.22","LumB.Sample.23","LumB.Sample.24","LumB.Sample.31","LumB.Sample.32","LumB.Sample.33","LumB.Sample.40","LumB.Sample.41","LumB.Sample.42","Normal.Sample.25","Normal.Sample.26","Normal.Sample.27","Normal.Sample.34","Normal.Sample.35","Normal.Sample.36","Normal.Sample.43","Normal.Sample.44","Normal.Sample.45"
"A0A024R1G6",-0.208347780763525,-0.273145139421202,0.842270400971366,-0.0211256685193097,0.60384932147856,0.11392026305592,0.0352946323040982,-1.85139154510103,-1.50803173412825,-0.947663322372407,-0.380277342733047,-0.741382847663623,-0.454286234828867,-0.23252769957993,-0.918246437693063,-0.449979538012565,-0.316931803422841,-0.467755515963057,-0.0221053020820413,-0.687770187933716,-0.593054054807112,-0.58455913496473,-0.666168196171615,-0.100242082433599,0.11521185118112,-0.0182004897135554,-1.81529027075653,0.854638901915947,-1.31867377858393,-1.16603498628403,-0.548261056191386,-0.586851873854258,0.205747225380657,-0.318058616786488,-0.554811471054233,-1.05571812334271,-0.36971632728578,-1.04021100543842,-0.722018299005993,-0.468001141099698,-0.223427505310064,-0.0648652789887955,-0.728446957101611,-0.348287603790004,-0.0334427962584221
"A0A1U9X793",0.352881499862353,1.10973742981829,-0.0902289815467944,-0.124269314779081,-0.254488848403278,-0.110420555248532,-0.47181059325833,-0.973816367192119,0.627720188906134,0.160044556701857,-0.506373320205015,1.1287339289568,-0.16025753568534,0.169148184740017,-0.30539674611132,-0.507819956231658,-0.135965814241778,-0.0898600137582878,-0.259146431639457,-0.443063207407272,-0.247327191724367,0.0246857142552726,-0.679245881545848,0.0155775951595316,-0.847021558706441,-0.313574996208824,-0.461187478727854,-0.375740447912061,0.407573299060569,-0.241293205188851,-0.178375764875033,-0.680429386909586,-0.480390929874846,-0.449663375190209,0.0134374832097959,-0.641886004867003,0.491452021960051,0.31009123532649,0.572035371541601,0.436242902521557,0.112840678655927,0.431552559708972,0.153892611075698,0.136851444109832,1.05653398806202
"Q9BUR5",-0.347474511793075,-0.330787345388557,0.055034760866984,0.496136429370006,0.166160000593102,-0.1941851329995,-0.0255064694657288,0.7206965480128,-0.390965809331535,-0.496911346629862,-0.310614553011023,-0.423361473391053,-0.429135529580128,-0.429753695905761,0.0881622916778387,-0.662783291742233,-0.293157829950291,-0.45034653097111,0.777001682441408,0.107070808585678,-0.243684603462066,0.230545153404386,0.156091337531262,0.254105008577386,0.078730916774218,0.121465357956377,0.091274184161625,0.0398405198416366,-0.362574669475407,0.35293662497583,0.225202034077773,-0.19345528461059,0.419479091103118,-0.185631191898885,-0.209967311938459,-0.0691904698101394,-0.440959162296292,-0.32539292819033,-0.175261539300584,-0.185372621820617,0.0101494369859341,0.621465702436476,0.20732445255588,-0.268673071482649,-0.608535200475515
"Q6UXV4",-0.175245705933169,-0.52604941484436,-0.123116445683683,0.131083361167083,-0.108775988608446,-0.0171533290794233,-0.161317290308016,0.710038641462113,0.151460997753525,-0.31942204928633,-0.176337877973535,-0.339730511717927,0.0604508994674099,-0.0277983678495371,-0.0922793090754333,-0.109223074480533,-0.00595577612755855,-0.195987765578778,0.507441958408857,0.325131154672205,-0.0710711137886745,0.413737780079056,0.38380654646315,0.135217130923758,0.232117125571187,0.0685324498940964,0.400602892046631,-0.1532219036323,0.466225754985765,-0.284687501253299,-0.10575633662477,0.0566337650164601,-0.111752665625366,0.121763023359972,0.124100093185458,-0.0654826518857705,0.0925935553272041,-0.0324681600203978,0.285757782863292,0.0495281239188208,-0.0230563386630111,0.324154811070985,0.214164971470571,0.0570450066328954,0.0632190280562554
"A0A140VJC8",0.00829870509851323,1.10416216562287,0.241127259467047,0.243931859676779,1.20291062234686,-0.0923473742741696,0.440729234523009,1.70833868668045,0.417635391544233,0.382741050556491,0.646985839285138,0.169280181191341,-0.03938047596628,-0.316820897236494,0.132529293867498,0.253676223503361,-0.0873673066279005,0.209423905861432,-0.99302328216865,-0.146400409684525,-0.28319407402229,-0.161293233417587,0.0918660798106174,-0.588978695510812,-0.112036141631276,-0.265989897976495,0.242789518633714,-0.363026336894363,-0.43466774399959,0.0403466638504353,-0.071328730802602,0.0895424551715498,-0.0430408243436289,-0.148517056764447,0.183634884497621,-0.025820587798166,0.177231134987254,0.166786591198522,0.0659684847082448,0.0491313981034231,-0.104863072045092,0.166858075745291,0.467827582366363,-0.334175901669005,0.640741519528897
"Q92624",0.0410812077544348,0.240955367296621,0.187241206867489,-0.282031317722682,-0.0986655249837603,-0.203719268329953,-0.16105951710975,-0.220875191637425,-0.0944459798585439,0.896971275441735,0.160932332234057,0.802339520822523,0.229150248328465,-0.190196888100955,0.0942952019546983,0.385221768418946,-0.205239826515628,-0.0443457338239587,0.14379249872241,0.0554557173950747,0.889718606756926,0.186454500914492,0.356161037177557,0.0317564092735145,0.127137258670589,-0.151637471769192,0.393284493952446,-0.0660878840522444,0.97323162035238,0.00700013389310827,0.0239011832703457,-0.258106570010685,0.412398725542939,0.0919359697340143,-0.152191787992895,0.558747472540831,0.250821244181832,-0.0327327448348066,0.0752947794262969,-0.160571149872464,-0.212091661282157,-0.169406462877861,-0.212130185441422,0.901329116443315,0.0162444324987135
"Q9UKG1",-0.366785696533309,-0.149609347182216,0.0184766310142713,-0.465593417685265,-0.124517139932649,-0.0816878026127329,-0.224411396000808,-0.305420641876205,-0.365089959670672,-0.15526314608146,-0.152581445053039,-0.0110005897315076,-0.212597771979331,0.180818053721712,0.00922881259865578,-0.419883773576745,0.236734873988414,-0.0862995257432001,0.191242159002611,0.344043234797376,0.148864613312507,0.449104400609804,0.233957872687528,0.383613141671571,-0.136141629587244,0.335265961774546,-0.161044270857632,-0.0744286318705494,-0.0185181644751598,0.037880582227372,-0.246837221553597,-0.314091602680377,0.322030622371215,-0.0185957429679952,0.18758803532324,-0.0391391529255716,0.00273920634971068,0.255738731816731,0.202633430555611,0.207188485025242,0.0756710390918694,-0.0153266817983522,-0.103518440823664,0.11944285772498,0.123928775823547
"Q8NEU8",-0.418154446205595,-0.448952898124704,-0.280499368715864,-0.740817132497197,-0.312407470776526,-0.0991702633822835,-0.656119559981491,-0.104400255783022,-0.283835623491651,0.0109649920505088,-0.0493158680808082,0.151882993967166,-0.105456164160973,0.0974836461996913,-0.141957411327615,-0.188757822641579,0.444802100995297,0.140924127382876,0.180465349368152,0.611944827575288,0.121962902625754,0.35220428385408,0.381372224251111,0.123087248058896,0.271093315941093,0.310258553767271,0.465047897575859,0.162408548220514,0.318366169717894,-0.12648545596885,0.287020246968239,-0.0862796268020478,0.510278914579785,0.554780341574182,0.095057331565675,-0.102266030835654,0.107514134364398,0.32438220767665,0.345778423738125,0.0403367032440036,0.558190583224491,0.377244056905324,0.00239892150345948,0.357466922096324,0.0972512419369857
"P07741",0.555120798407579,-0.108914602395411,-0.106322865097494,-0.707697358408269,-0.158885705727565,0.418533481164753,-0.0233193484243066,0.205141020292323,-0.18255012194235,0.520828569158159,0.243237278262536,0.254976699763369,0.125609880085691,0.931101936528376,-0.0175109717034718,0.21632378833666,0.307970319583557,-0.0635214523493264,-0.275997937179921,-0.360911154207871,1.10895852419476,-0.46888297672608,0.106251008834243,0.303917433101416,-0.115187635104597,-0.0114842870560219,0.395937291951664,0.365122480734142,0.260242465339223,0.0406944833990932,0.763232485453284,-0.129282445785498,0.14682081203804,0.227644483260339,-0.156288207943111,0.208988365356635,0.260267545128006,0.378684646588463,0.136552796155208,0.100204665743194,-0.029865180989429,0.534917126456273,0.211241943434333,0.610126400245024,0.237285345280194
"Q7Z2E3",-0.404144248919837,-0.0268720173629054,-0.522258883906547,0.0360206562938554,-0.194007866748394,-0.0888632446140508,0.75441798433191,-0.552294138523479,-0.187554453713737,-0.113890674180734,0.0678773306931067,-0.415968252450642,-0.523272024460018,-0.161705603929645,-0.29450027646726,0.0755827280810519,0.171605873874446,0.26568136547718,0.768018689018439,-0.0151092616480168,-0.0950958810907444,-0.492305885682554,0.261309616747707,0.138645969223159,-0.156045001762224,0.466273779443082,-0.24257994714327,0.140928675886077,0.35928947794918,0.264987993031678,0.123423013125588,0.155847113035295,0.529984045359648,0.198098671381326,-0.111143602934068,-0.0852477305058564,-0.278694107027333,-0.155616243150761,-0.281657816006696,-0.302168117061103,-0.122614451522141,-0.089678254659187,0.0399340719156101,-0.374261006316258,-0.116088127754743
"A0A024R9L1",-0.11563388850785,0.167900566849489,0.0999848334834958,0.388931693842819,0.213827204334596,-0.052804566482242,0.301869690863446,0.345524910284239,-0.188327579710942,-0.290973932083821,-0.119893715616686,-0.2706877494177,-0.356752156891448,-0.283674700394676,0.0166903714952111,0.444800660942383,-0.13396202641842,0.0933661085850279,-0.149152415105179,0.250881684716403,-0.0668937579869771,-0.0812331439493017,0.156699363214243,-0.0422904157658827,0.0983020662744425,0.139278828772983,0.293347345103157,0.0389794230297585,0.127988451530702,0.00347133600995994,0.41732647033727,-0.119598964300961,0.29119085383094,0.0878362433844991,-0.0971707753445564,0.390168776783193,-0.305996762858431,-0.332589499915623,-0.27231335655957,-0.3531608208678,-0.313159080842995,-0.215814157692228,-0.0380648279518914,0.29051574107806,-0.170496351670774
"P10275",-1.32819585486083,-1.31178231550952,-1.36608557516698,-1.86147570510663,-2.01854954024029,-0.702199739444715,-1.05008836363588,-1.01617789295824,-1.3391645240343,0.436481215348469,0.515598834893811,0.259023937570842,0.572068216809016,0.171904909472876,0.725338569197286,1.12536340755298,0.540299252161816,0.586236947542505,0.250525595104814,-0.419193460509901,0.814475042219578,0.73886987900118,1.33838392507066,0.466595953699499,0.842516309545963,1.03541101596723,0.0835385317359181,0.512685077933285,0.998201698972117,-0.092274879220402,0.653017603850324,0.925531414201705,0.895275610552153,0.458266889866587,0.477026030015141,0.378566128263824,-0.355866214323745,0.237001977012676,0.207467617741899,-0.230293341949861,0.48417616194368,0.314051059819461,-0.175712730709329,0.211521808441217,0.112116584934087
"P10398",0.136751694522008,0.012767384250999,-0.0762069422202028,-0.225285744050778,-0.0201382413779594,-0.0928598610460624,0.465524747094085,-0.0837409976171755,-0.130741166880828,0.302584050808267,-0.0576247084378686,-0.173100365036797,-0.374710402060516,0.100792354613308,0.0332923807124239,0.0817126858018711,-0.260138514013882,-0.0170414615434782,-0.0622586679793336,-0.045073369039918,-0.07659311765022,0.316194065542778,0.224148334740761,0.358905172792169,0.155286906186716,0.146009961496816,-0.469253358862745,0.0721323365664065,-0.341049908684044,-0.190555395894306,0.273619060161178,-0.0849249198879009,0.995494062917161,0.022357571899582,0.134625683270631,0.0381858953517823,-0.201208682053481,-0.0694194766182629,-0.234231550930006,-0.0424710255212946,-0.0271934402864795,0.0810078392656722,-0.262452579450874,0.0570316988204193,-0.111303274865059
"Q96P48",-0.113005841899161,-0.194169859503807,0.270037601610524,-0.498524934850922,0.0625117790804645,0.0242899169278825,-0.515832393405298,-0.58324951554422,-0.492076297963925,-0.230669320300983,0.0394926182838897,-0.0841503061504023,0.217193428744293,0.152320517164739,-0.0974089426769818,-0.337356142578872,0.00129440278808872,0.0483375601039451,0.505432301213672,-0.0128587561169143,0.35630429459508,0.234861173934671,0.177071415749641,-0.203830880603067,0.0798009294505303,0.0671886007836473,0.0278801516645587,0.278774347560313,-0.295069027144779,-0.147239680257025,-0.296817413481491,0.11471110007693,-0.0585648456369808,0.290695656545384,-0.0651547614983497,0.153021202924909,0.0564283326120879,0.323829899209748,0.114426864998091,0.204884476599485,0.2407799577929,-0.144406222570743,-0.139675870187546,0.214871028029047,0.24035005275364
"Q05CH1",-0.139735740526067,0.0363967425719986,-0.22866531955847,-0.0636319827566862,0.11162839650727,0.403646835504265,0.689304702928591,0.558514991958614,0.29483386160683,-0.0751422168969437,0.113086549213574,0.236874261479235,-0.21414794762511,-0.413432779510397,0.0927086755268743,-0.357921235610372,-0.291351204629675,-0.152595276306913,-0.435139048480922,0.0793773540852208,-0.164397858889305,0.110192669962333,-0.145227764096844,0.28724690955956,-0.0907416293764379,-0.271975410213207,-0.00575394651077995,-0.531036308132186,-0.0316744262715416,0.022587248484048,-0.403492219983778,0.0200287028138348,-0.368970449790276,-0.138788469479792,-0.327516164935927,0.67307881512246,0.462036617065673,0.785874269035602,0.990112899605955,0.224230144671823,-0.106363870050898,0.0675137562299977,0.239486668465039,0.117126791944292,0.131494301422079
"O15033",0.0608684854204032,0.77216993650839,-0.156352370822366,0.472380301327906,-0.121462965483219,0.28002524654001,0.362585524669218,-0.064725399192499,0.194675611580123,0.0294251058912003,-0.322080124055774,-0.390063750850775,-0.040651975281539,-0.153272293312124,-0.050480568981184,0.50457166256114,-0.309678414319797,-0.232350467339716,-0.440720347840983,-0.393864032487069,-0.155983363913026,-1.020780466986,0.00231900490896577,-0.337371627627685,0.200663681486468,-0.195206998917364,-0.106677922804056,0.346010845384403,0.374822972127438,0.0955035506466373,-0.241896879424851,-0.0420889416829616,-0.0163646302262343,-0.368651534106619,-0.326449037257303,-0.41233227919544,0.0753793610700908,-0.629045770588893,-0.408238846073326,-0.149325626284895,-0.41954907121803,-0.00446022605723175,-0.462404521523905,-0.25298536236496,-0.223441958467384
"P18085",0.117485976949279,0.100179278054086,-0.193057517395821,-0.50529137257871,-0.0792181801885318,-0.085464854922376,0.323069683846357,0.503499371723073,-0.00650841803816101,0.365792139444304,0.135567408031376,0.342457484717753,0.210473173184817,0.375735041089652,0.203659739324979,0.154886133978193,0.34783331244532,0.231997401535856,0.348808267630268,0.113312120145533,0.25074693102496,-1.13968443910754,-0.00148454373022926,-0.0923678594437177,-0.0663458585135431,0.0336069043455165,0.176794042315323,-0.0691866128480853,0.276689723152247,-0.0139132387938456,0.259305172787178,0.354394734003309,0.199123130048145,-0.243072974672698,0.283337503653041,-0.272143026895082,0.121331026039331,-0.0923280974873519,-0.284644905458586,-0.125861413570728,0.30627704153891,0.191185728638563,0.163225839621083,-0.128366054493982,-0.00745619988874892
"A4D0Z3",0.282940935291257,0.0769973867687876,-0.196352101061374,0.750780035434816,-0.283808064873122,0.413552947081092,0.403362733079871,0.384708527294234,-0.390888695254575,0.318783886027518,-0.165295397090774,-0.106051242396869,0.04154047921215,0.190440202662824,0.366990196114205,0.0861045812743668,-0.0285235363467057,0.0802541700759694,0.0153993615613168,-0.228639544263404,-0.169899683876503,-0.176900723815607,-0.0427979115217999,-0.201332396025262,0.0147376214965989,0.0841940602565551,0.135078427771248,0.0326230352538059,0.167122749391763,-0.188770767234784,0.0368458094809331,0.105864030571357,-0.0779844203006386,0.0706179677500007,-0.117087266889878,0.146202177045962,-0.174471497043014,0.0665593818476504,-0.0178804595403998,-0.194470978403991,0.0801481379216103,0.227375705775525,0.0902922395040721,-0.254827845205032,0.0812437645535353
"P62330",-0.193402510286993,-0.198414871663795,0.0102108975084296,-0.0957600717971982,0.0569954787141039,-0.0508356211780661,-0.298224445879783,-0.565524223280247,-0.316008608438224,-0.0285525021920374,-0.0602443785073681,-0.108404218850757,-0.137260750983234,-0.010197559795162,-0.0311952410773542,-0.167769328433494,0.202575004589579,-0.187583140184089,0.543262733822338,0.0527062932346115,0.223432902757281,-0.905895332635458,0.613546204716534,0.446362219399901,0.0704376656119908,0.0955348368765264,0.0809971310998069,-0.0313646854315131,0.0533391381746118,-0.0479457269980687,0.018286728383512,0.0999522714868881,0.0369272464042018,-0.142677751426666,0.0227082411278914,-0.323421374921889,-0.100417872452937,0.0715146487545285,0.150898951148949,0.0830690595372689,0.0656454122969184,-0.130871824431315,-0.284166036286973,-0.143899203081046,-0.0933191408781324
"Q8N6T3",-0.0801776913415438,-0.271117239949156,0.133138710284503,-0.311010527782716,-0.18727834869941,0.602622834714595,0.31348771750979,0.854373884264276,-0.270589459927829,0.767162266008798,0.715851446155028,0.0381184147868593,0.214809483102754,0.0681102538595751,1.0208752860164,0.905369816607631,0.238465216204139,0.818138957444692,0.0852388266126735,-0.118224400334465,0.311024207956193,-0.405546481057246,0.19602879987228,-0.712572378637696,0.144541608737379,-0.0859134536387189,0.204115618689834,0.395330652541288,0.419566773219866,0.331048169642246,0.422619895976423,0.617112000197382,0.357779837114779,0.573870891069351,0.259749999793524,0.567236398102061,0.0306735115264866,-0.102493193855767,-0.244799077908882,-0.0681789704502394,0.0631043474112976,0.00872617878443445,0.145893873788507,0.119740491453489,0.123281696514269
"G5E9L0",-0.0480058427429432,-0.0715225997026214,-0.423888417239467,0.360339361833709,-0.781568866190394,0.242489821067246,0.0882563003395293,0.632400326170474,-0.0175557752718021,0.147060871655305,0.240773788646538,0.148920825701316,-0.266842188823918,0.0910432149293698,-0.195311053019199,0.572006661049273,0.113051623368545,0.0319684696837026,0.352139949203895,-0.640432854970853,-0.311983390800649,0.210117645674155,-0.0853634663251594,0.106345864750464,0.114959166748454,0.201119989467337,-0.0597454930534713,0.353484782681923,0.81325450566689,0.253439160071047,0.28142661150917,0.363007273872468,0.765867415362273,0.0613709662432009,0.159183245986551,0.351912489647605,-0.140417348431739,0.0330395761485047,-0.219166539628946,-0.1615565841816,-0.165641041861763,-0.209724048980742,-0.25838791493774,-0.0295379348760477,-0.0406480543766894
"Q9NP61",0.115767471609412,0.198521085904517,0.283708310509621,0.115576006121149,-0.132622085125464,-0.29778635477563,0.449815893000404,0.213397280530643,0.146572710459458,0.27501487251953,0.703839115400951,0.221526055133185,-0.165689278789612,-0.204794476292946,-0.408303447878287,0.270667097897303,0.0406448062457207,-0.0598694699081448,-0.229777056499926,-0.0875116888248683,-0.306931300672723,-0.410938406743358,-0.253884826571143,-0.496651747224029,-0.226557547419112,0.19994878505456,-0.636229552149321,0.461939161278186,0.819518096635169,0.196193638914221,-0.475818433033681,0.163125049322548,0.824123238799626,-0.229375016307421,-0.0935815215537799,-0.0196992790250694,-0.235887590665727,-0.0596856748021275,-0.0933379654414018,-0.106451683453028,-0.188169706352169,-0.244573166180466,-0.220110381669619,-0.518219496960079,-0.13345943403305
"A0A024R7X0",-0.443276859798286,-0.346739591474438,-0.273028554101036,-0.179931449728802,-0.595009356259075,0.213379503694398,-0.38684378036168,0.955565187744005,-0.055051889178438,0.20129034415358,0.192857375322382,0.0494440819390525,0.290226490968114,0.556723727372951,1.15964917272721,0.36055136905842,0.416422207193654,0.166697884608542,0.969355100714536,0.0258384207398091,0.600041060833048,0.233774923332038,0.00829851572689643,-0.23328266445188,0.159837038575641,-0.071236243589803,0.588092898664895,0.284822707610663,0.862034901575072,0.542320843929398,0.455733443669362,0.0961067898391141,0.548071140753838,0.573442970044787,0.00388332498469173,1.05951154580638,-0.131978420716542,-0.094127056300466,-0.0361399806037538,-0.054537685389416,-0.0452482669186135,0.00849974502631312,-0.036982556173508,0.15122927953132,0.0256958310854401
"Q59FR3",-0.12995645417619,-0.143378680698916,-0.0173465192923284,-1.3342801554899,-0.359507926477436,0.451869238962217,0.259003558114907,0.267769345588687,-0.343338789637,0.114804027638508,-0.0790806672513445,0.117157990620704,-0.268310659347215,0.0933876709077279,0.132237283874618,-0.102681625063729,-0.0102788387497857,0.0510971211111988,0.174487019858547,0.0936455998272613,0.164390344114427,-0.111085589583706,0.249738072576136,-0.149235578427824,0.0390514204989527,0.0957569737689202,0.0845801412693546,0.108980498684235,0.316229182916764,0.194006605452861,0.11165108858649,-0.179564367792316,0.230018143515715,0.410484829604714,0.098631136240034,0.191407511602614,-0.153418345408154,-0.158594454938355,-0.149407607229584,-0.105003429765491,0.203685098280934,1.08037002242928,-0.0810933308613156,0.32357694277676,-0.249822610902853
"B4E273",-0.189975795019419,-0.465891972917328,-0.48382370432207,-0.645204722689784,-0.585650793043747,-0.0912035102055677,-0.136025040934253,0.612855736967293,-0.116296476867523,0.457996941320996,0.107450957251747,0.0994971504656122,-0.186604206660226,0.168694290460214,0.680636724276946,-0.017076884554681,0.284652925061103,-0.0443249879809145,0.312245058803965,0.376203301596732,-0.11844763972243,0.232121329778115,0.201798681634758,0.111303498511099,0.400403937641824,0.271911713877076,0.0405580183630255,0.0290592008850255,0.559964907628083,0.125613068088185,-0.200805132562708,0.225926156469253,0.520903374960795,0.0642881120683072,0.0833225234239366,0.0813618528139106,-0.11487099491934,-0.0486348572603539,-0.0389605030326361,-0.107305731604722,0.195054377298256,-0.205195079219238,-0.287961218291266,0.128022716412218,-0.00187952421812593
"A0A087X1E4",-0.668414410375861,-0.28320704318914,-0.885880475252977,-0.785015750039906,-0.780177361819454,-0.332304246239192,-0.443813176198219,-0.445620460383331,-0.899340750558244,0.279286988376619,-0.240220814752745,0.109966436750016,0.234036418359814,-0.608449968652244,0.404614517174841,-0.0479308129669215,-0.101654076092309,-0.236636825436671,0.909123622630748,0.0229844149783111,0.0312483550292432,0.783764548809921,-0.0412020306236801,0.586018045172439,-0.273115128936829,0.450656508988136,-0.193242009951966,0.471298295005483,1.11174531817956,-0.0414759584773982,0.0686497851171374,0.0674808529037892,0.819741428127378,-0.0807868730351163,-0.243748318438099,-0.415426742251212,-0.189197029664041,-0.194532265124806,-0.263217716794542,-0.524866257566423,0.146955148441832,-0.676791272966448,-0.624993602083763,-0.242295385385863,-0.202653009608114
"Q13795",0.0246884761803022,-0.120635112286305,0.126608431527679,-0.136741246935959,-0.0373257314808797,0.885439865096235,0.0455065082851573,0.289358363009878,-0.38070698648889,0.353728873581061,-0.0359696610364911,0.0618864526458815,0.209849100572042,0.0807296681290031,0.648579957377899,0.122778149895011,0.0681327540270295,0.710462372913656,0.0269164386057635,0.237175914810084,-0.150996542515631,-0.19245748129164,0.258210834750877,-0.7724044456014,-0.109883080664545,0.0171011413701826,-0.18941709799217,0.0517883020198296,-0.0911912867125761,0.0615058183425686,0.152655483185387,0.160829404145597,0.597826413987218,0.433245018252683,0.246260912291006,0.079491262839262,-0.0152449402097259,-0.168473316736368,-0.21580813728072,-0.0639165184390321,0.241488582331727,0.267367476138404,-0.0433950725067392,0.20621681201905,-0.0345563753143128
"P05089",2.12397739633245,-1.07742969941962,-0.645714585441385,-1.3285309497429,0.246206996159745,0.0139993262065088,-0.825818300211762,-1.0065283987339,-0.366998350873303,-0.696502422084076,-0.596827132772625,0.382469650399539,-0.772276877551357,-0.6824572965437,-0.114112299056877,-0.860686665772937,0.649895045764775,-0.848297228143665,-1.04425100162953,-0.82072457092634,-0.774347640070605,-0.921526082549842,-0.642406221144364,0.437647798586771,-0.269695389558514,-1.13833780914411,-1.10572353747018,-0.864012540188487,-0.375199597057636,0.458524852088079,-1.09578584766285,-0.916533160965998,-0.558972868643763,-0.0507773948310587,-0.595943204663236,-0.243268080533307,0.690506543147753,-0.118422862194676,0.689467079695945,0.0603385286109157,0.697782821930856,-0.421878601306023,-0.934655942831073,-0.0935600387472681,-0.346862985298587
"Q07960",0.140803321903731,-0.262785124366958,-0.226464136103444,-0.286730521551041,-0.136061348226265,-0.123689970248937,-0.531666114854748,-0.344949978661706,0.0672123202785585,0.0413416616854688,0.335306719914804,0.00751348089076349,0.310263367467489,0.281264046967343,0.0777290098517188,0.250017215867457,0.219183680525717,0.430270764405875,0.485767806489088,-0.13439784753107,0.439973162482061,-0.00558519002440979,0.158455063847053,0.256994055597881,-0.0985653737586143,0.129905468966793,-0.378930317744549,0.0800461879850031,-0.51421705873988,0.219659136312101,-0.0165540548461601,0.191469275253101,0.235168993703692,0.0360866699087537,0.122214945643507,-0.164478813248865,-0.0103507994487401,-0.104765455255045,-0.159305508243406,0.0599223210733943,0.298086937387092,-0.0438786726608886,0.0373575012495608,0.0553696271031569,0.271345183046052
"A1A4S6",0.257369593023498,-0.31042771137189,0.509946263283558,-0.00281671688990123,0.555593070775635,-0.0439924311657291,0.263077426262195,0.510164395118595,-0.0500610063946426,1.05213350359382,-0.0796343545096743,0.183306774887016,0.36057456102128,0.184515963396012,0.508734127157899,0.554667022585776,0.289252383207442,-0.0316305037864135,0.0708747575337597,0.0881723802274069,0.039836644460857,-0.152591269175272,-0.10100345202,0.333771535833908,0.189529506160331,-0.214149197660836,-0.108788244407888,0.031257845954176,-0.680285587330679,0.0490956169077411,-0.189000563815189,0.132446354649396,-0.384381207818192,-0.0545207370879074,0.0745796537781018,0.135721894631573,0.170662034190591,0.19852910275557,0.291607255919772,0.438259144161069,0.0608894870671127,0.213705636542431,0.185137981941724,0.0870588883968461,0.0591339929336845
"Q8IWW6",-0.0349490376803823,-0.161805965299395,-0.279083257637877,-0.450906440060103,-0.377460743846305,-0.304427966976493,-0.0474878581901375,0.0673775535088993,-0.268462509128268,0.245871231872346,-0.320208513468938,0.0821988023183382,-0.446430708595887,0.032492179290336,0.0963597717155043,-0.172102468876471,0.0202031772785588,-0.073953003494486,-0.141549002802246,-0.308776558006482,0.0321801987610665,-0.455136777723334,0.12424811234851,0.0842786287225987,0.0189211414002298,0.604331146539006,-0.0484983623202788,-0.318353938019604,0.114418508743863,-0.323462631982976,-0.392985410370255,-0.290039334447152,0.218267523624452,-0.0808860202258912,0.0210825552769088,-0.0139228243680255,-0.201112924458228,0.0906802707619826,-0.0394477219206738,-0.177609585132025,-0.0453659547031035,-0.0789895426583838,0.0270360877660649,-0.0961372054116731,0.0880318900652367
"Q68EM7",-0.125388184202729,-0.0806347900153918,0.0608844520962091,0.194643799308149,0.183880345269559,0.0135169397904793,0.0539425625453625,-0.0466132689829869,-0.355537553131962,0.186727940069552,-0.0145993539380578,0.0440209115809914,0.0848070505285018,0.0739925250736575,0.0625887070440187,0.0849080805229673,0.0695027350800494,-0.0124194973811495,0.211631520071188,-0.027925626398668,-0.144156273861612,-0.0511037624795427,-0.122077318986412,0.13476528278491,-0.0652850715521608,0.111483014069121,-0.108000269699559,0.435770527135334,-0.227792683210596,-0.0616054347508376,0.0946511726853168,-0.0630932703743326,-0.0813750703947969,0.140561016349392,0.0148888470698717,0.173067393102656,0.119451049757519,-0.14479710118494,-0.0529214648060037,0.183475882143644,7.00978822096434e-05,0.0471293192059212,0.211193257983214,-0.0232819842072218,0.0636080203391734
"Q8N392",0.111947493334141,-0.0822421010775229,0.491032613568667,-0.512532420533149,0.223067261515361,-0.104428867616266,-0.33107986558466,-0.44782622843018,0.197406007084582,0.258560676648477,0.0277093950297072,-0.0748905619035253,0.292179801434205,0.264913196579543,0.0345596086812276,-0.0635938222811474,0.385191812608735,0.0411998465492784,-0.130802710210944,-0.354310888528178,0.196407168875307,-0.191170421960999,-0.0779725066128109,-0.195726269779579,-0.29226705890037,-0.051203251723054,-0.410493141574402,0.592916211049703,-0.036027003301688,0.0469689412722342,-0.362745960178488,-0.0663565074122898,0.00317606575063604,-0.028567314611385,-0.0259346672354606,0.0263053458410041,-0.0280809316263052,0.00706089337595342,-0.100297322633805,0.244672800973149,-0.300715750590673,0.223679322833177,0.286563633276967,-0.140193174155031,0.155449897559692
