"","cluster","Mean.of.log.A","Mean.of.log.B","Mean.of.log.C","Mean.of.log.D","Mean.of.log.E","isClusterMember","maxMembership","membership.of.cluster.1","membership.of.cluster.2","membership.of.cluster.3","membership.of.cluster.4","membership.of.cluster.5","membership.of.cluster.6","membership.of.cluster.7"
"MYO1E",2,1.62908077000416,0.304631376669926,-0.712284820606222,-0.609381925040733,-0.612045401027129,FALSE,0.351106336684573,0.0315377654963848,0.351106336684573,0.319502143370831,0.046064320022764,0.0372562698061625,0.0655461172693336,0.148987047349951
"PITPNM2",3,1.26806657351699,-1.0763234307972,-0.94336914271035,0.201000420217882,0.550625579772685,FALSE,0.351117394707205,0.0504026705881061,0.230500772764407,0.351117394707205,0.0841303408716746,0.052166282032394,0.0959315939086762,0.135750945127537
"GAB2",3,1.31568350808473,-0.959229418053488,-1.04374060869432,0.235754445061908,0.451532073601172,FALSE,0.351240155489883,0.0447941158437883,0.253943204520949,0.351240155489883,0.0723544537278889,0.0476171568965341,0.0899157906981234,0.140135122822834
"PABPC1",2,1.11205233115664,0.370001488336493,-0.909355769480756,0.617951552143343,-1.19064960215572,FALSE,0.351307835598558,0.0329002017120626,0.351307835598558,0.0915037418662814,0.0317403854853565,0.044087673030594,0.118672391826901,0.329787770480246
"CFHR2",4,-1.05692289531149,0.798457917637607,-0.318043477498712,-0.706242201292652,1.28275065646525,FALSE,0.351341527157933,0.136578074729713,0.0710076260802563,0.096510092686391,0.351341527157933,0.168440210667007,0.0743342737686014,0.101788194910099
"R3HCC1",5,-1.11975924267519,0.177571571533537,-0.277349278201922,1.58292051004456,-0.363383560700989,FALSE,0.35136341623868,0.180710253430828,0.0628943286990667,0.0497039894038248,0.0666622708481074,0.35136341623868,0.178979736949652,0.109686004429841
"GM2A",5,-1.61326951901166,0.884546605341677,-0.16885104253023,0.145794747161409,0.751779209038802,FALSE,0.351387563502646,0.201055380666222,0.0539986563320411,0.059757395904883,0.169280536588481,0.351387563502646,0.0769277410210416,0.0875927259846848
"ZNF865",1,-1.30787608722413,0.652985583014914,1.27394899859466,-0.153793560713584,-0.465264933671852,FALSE,0.351431803180026,0.351431803180026,0.0478893127980677,0.0494195905778635,0.116145955259472,0.279586239576367,0.0922729264196862,0.0632541721885177
"TBXAS1",7,1.13375609239611,0.588861805954056,-1.52403767057902,0.0134729600093872,-0.21205318778054,FALSE,0.351440474500789,0.0327840421890756,0.279361740599743,0.182477341320763,0.0448850810597073,0.0440691914069425,0.0649821289229789,0.351440474500789
"MRPL41",6,0.855237856364399,-0.186496634418208,-0.430195269051283,1.10960194783421,-1.34814790072912,FALSE,0.351497476012583,0.051427643359254,0.216630027237335,0.0822217193968844,0.0400267583458079,0.0629613909480529,0.351497476012583,0.195234984700083
"USP54",2,1.44907745565596,-0.692975594009213,-0.0843927732532095,0.434613061781778,-1.10632215017531,FALSE,0.351512437573487,0.0500307843435427,0.351512437573487,0.15241844859115,0.0508828892527256,0.0521838922238076,0.203725194190131,0.139246353825156
"TNFAIP8L2",3,1.34196156799305,-0.275872497618985,-1.42484974798184,0.0600444706325723,0.2987162069752,FALSE,0.351531683879045,0.0322810754953565,0.290708751271457,0.351531683879045,0.0514550836655674,0.038156405781247,0.0633912192823667,0.17247578062496
"VPS39",1,-1.00871951737331,-0.296830197273454,0.946846447712473,1.16259233564957,-0.803889068715272,FALSE,0.351564674545463,0.351564674545463,0.0492546307698016,0.0418138822654477,0.0651313590612203,0.228101691316448,0.200472304210448,0.0636614578311715
"MAST2",5,-1.12934741176295,0.4335538331053,0.842646951334363,0.879402956414656,-1.02625632909137,FALSE,0.351587039823365,0.277318071649528,0.0481981614552264,0.0405685595474248,0.0617564111274881,0.351587039823365,0.151585165079954,0.0689865913170136
"AAAS",2,1.59739175017184,-0.874853195882464,-0.0546550461745646,0.144048893266878,-0.811932401381687,FALSE,0.351628189861546,0.0487931211917974,0.351628189861546,0.214686207143182,0.0575853522449853,0.0489413009542394,0.153817557092306,0.124548271511943
"ELN",4,-0.507730754974806,0.447721233633928,1.14404736867282,-1.44903098764715,0.364993140315205,FALSE,0.351646329059394,0.159600409801088,0.0756295211109659,0.105427450086846,0.351646329059394,0.136036033982783,0.087261605206058,0.0843986507528645
"FDX1L",1,-1.52726805111186,-0.298959037915643,0.180472630589759,1.13211140793758,0.513643050500166,FALSE,0.351650000657649,0.351650000657649,0.0440999840664329,0.0437798376400414,0.104568909133607,0.294703006426571,0.0970966226434295,0.0641016394322697
"RAB20",5,-1.18849339739836,1.49212640939336,-0.547073567469951,0.248450468461873,-0.00500991298692221,FALSE,0.351656657219468,0.14382385523285,0.0752331775209423,0.0723417221227314,0.111467774929574,0.351656657219468,0.0992057443559329,0.146271068618501
"ZKSCAN4",6,-0.0284168859133858,-1.36592402216346,0.267228788136099,1.40819857476715,-0.281086454826401,FALSE,0.351690276361618,0.143459109863035,0.106108680936794,0.08659579658816,0.0889863787718354,0.116100143047683,0.351690276361618,0.107059614430875
"TPI1",5,-1.76844817964831,0.441815193609613,0.311864074858035,0.32675611083535,0.688012800345308,FALSE,0.351701982993051,0.303451140142715,0.0383041156516401,0.0419292286084393,0.1426420437762,0.351701982993051,0.0648019316368048,0.05716955719115
"SH2D3C",3,0.991678360333863,-1.04200694688512,-0.314607929461214,-0.757007146847233,1.1219436628597,FALSE,0.351720015083883,0.0685345718961029,0.134834780697396,0.351720015083883,0.195680597571208,0.0639541340105691,0.0830792056269774,0.102196695113863
"CLIP2",3,1.02047798912589,-1.11089370062508,-0.275585195432458,-0.706272937495062,1.07227384442671,FALSE,0.351733663480423,0.0690742182202741,0.13792956504503,0.351733663480423,0.189448525490737,0.0638908980173034,0.0856486219610039,0.102274507785229
"CHST10",1,-0.869213982076992,-0.771967989505516,1.60215390542859,-0.181575182057427,0.220603248211344,FALSE,0.351774672375703,0.351774672375703,0.0551671111368481,0.065201721187737,0.222079819586028,0.141178673153001,0.104992220243317,0.0596057823173652
"RBM42",2,1.20716428777007,-0.75896238398781,-0.616040290494087,0.970807004887071,-0.802968618175247,FALSE,0.351782681570715,0.0454204543734557,0.351782681570715,0.123479794531253,0.0442019678183805,0.0503687711432061,0.21437835489572,0.170367975667269
"ACTL6A",2,1.42038525076201,-0.792976033750836,-0.147656870669374,0.540127365586588,-1.01987971192839,FALSE,0.35184907830551,0.0488962943992591,0.35184907830551,0.149739246168653,0.0496264680813101,0.0507872797886475,0.210776821103394,0.138324812153226
"IFNGR1",3,0.779835140942202,-0.154418179449196,-0.907968706063406,-0.977582309844445,1.26013405441484,FALSE,0.351850069428644,0.0628086013661824,0.132523710883467,0.351850069428644,0.189033790680316,0.0679030466538814,0.0708928744944244,0.124987906493085
"ALYREF",2,1.17702416295523,-0.610718272889306,-0.627634081177834,0.991349319136027,-0.930021128024113,FALSE,0.351938477984286,0.043640373218877,0.351938477984286,0.111565665040712,0.0409995303996333,0.04971343714846,0.221719673541294,0.180422842666737
"SOGA1",6,-0.375543365973897,0.190896687922804,-0.40851790648161,1.61561918385147,-1.02245459931877,FALSE,0.352042709203211,0.105004455915414,0.0949122429567159,0.059480281242777,0.0531124057994117,0.167779554890307,0.352042709203211,0.167668349992164
"FSBP",4,-1.0925114494488,-0.643213302846267,1.27828661294284,-0.343143627729908,0.800581767082138,FALSE,0.352062227475235,0.278643885962424,0.0478384017958326,0.0606367112817094,0.352062227475235,0.129812209938246,0.0769005781566662,0.054105985389887
"SNAP29",7,1.09690629917325,0.324646044114206,-1.02823969357707,0.685607022795745,-1.07891967250613,FALSE,0.352075244339857,0.0312675659648389,0.34727011617533,0.0884436547144634,0.0306479606648448,0.0418865578256711,0.108408900314995,0.352075244339857
"SRP68",7,0.837673269377849,0.565537615593469,-0.770018654610011,0.728649255623806,-1.36184148598511,FALSE,0.352141049243694,0.0464320686453794,0.239499887118405,0.089004475128626,0.0400794411189086,0.0651558916956077,0.16768718704938,0.352141049243694
"HS1BP3",5,-1.05650434424042,1.11581122905847,-0.769323570186978,0.985422202506629,-0.275405517137706,FALSE,0.352147527567801,0.130548424923338,0.077941052974563,0.0641857324110086,0.0795440046042834,0.352147527567801,0.124496193785249,0.171137063733756
"BNIP3",6,0.387691133491798,0.442111989765433,0.159865973777979,0.757952940071794,-1.747622037107,FALSE,0.35220530566528,0.0850325169049461,0.142616121166389,0.0796480603409523,0.054096360561122,0.111379541723214,0.35220530566528,0.175022093638097
"ENPP5",1,-0.858636804680823,-1.1829464299048,1.2425024185829,0.411853940939779,0.387226875062945,FALSE,0.352281310949311,0.352281310949311,0.0597905175882279,0.0671762358144475,0.187107711887146,0.142859823264542,0.126038075583504,0.0647463249128209
"GPSM3",7,0.789262501044702,-0.102364954251598,-1.60814568857867,0.882586448078172,0.0386616937073936,FALSE,0.35228846658733,0.0453152092668046,0.243565051796983,0.141510253544331,0.0537004360588513,0.0595207296223896,0.104099853123311,0.35228846658733
"MARCH5",2,1.18172279000356,-0.271709457995039,-0.524749693031311,0.851429706937592,-1.2366933459148,FALSE,0.352291636453334,0.0423543180584896,0.352291636453334,0.101030127197801,0.0381717475819325,0.0501760768310822,0.221686263491732,0.194289830385628
"CLIC1",5,-1.10575180583906,1.32254766285988,-0.737179020409963,0.6781320061844,-0.157748842795259,FALSE,0.35229669932125,0.133135048136029,0.0780524609163237,0.0685394073216915,0.0909246504602737,0.35229669932125,0.111213174317153,0.165838559527278
"ROGDI",5,-1.01587779852739,0.356879344413823,0.10853995619184,1.43223967046377,-0.881781172542036,FALSE,0.35230893069468,0.180430471344574,0.0587637149589348,0.0444824113839839,0.0564395872858733,0.35230893069468,0.209980557687879,0.0975943266440743
"CAPN7",5,-1.10068262970658,0.784522301333657,0.928995254755257,0.442650958422488,-1.05548588480482,FALSE,0.352329507754008,0.254850550762945,0.0550819686435567,0.0484717254591604,0.0761342084478388,0.352329507754008,0.134416098276708,0.0787159406557834
"CFI",4,-0.352886460451381,0.504426809479158,-0.695080249144814,-0.950966811400777,1.49450671151782,FALSE,0.352478387574479,0.098738955753664,0.0914265549952854,0.149640245260834,0.352478387574479,0.11461238776571,0.0742350953859652,0.118868373264062
"DCTD",5,-1.51692447414608,0.283157541259365,-0.441115489797432,0.941276432527371,0.733605990156777,FALSE,0.352484439311473,0.211519456848528,0.0575226442896025,0.0581272715779282,0.127981396000943,0.352484439311473,0.0963942704432183,0.0959705215283057
"MRPL24",2,1.22711109601248,-0.325843042680699,-0.421009257212311,0.783455385750607,-1.26371418187007,FALSE,0.352493757581953,0.0437203955879108,0.352493757581953,0.106082084762637,0.0396890439416015,0.050656796312927,0.22780199237226,0.179555929440711
"BOK",1,-1.37125688280436,-0.565990453825041,0.97031243574525,0.0416973782864324,0.925237522597717,FALSE,0.352540383557568,0.352540383557568,0.0417227993250823,0.050653592410544,0.280871019356702,0.151871843027272,0.0716113040637177,0.050729058259114
"ARMC9",5,-1.49639982230156,1.04905655340827,-0.432855402396336,0.233303216588717,0.646895454700911,FALSE,0.352563836411211,0.174891474971882,0.0622446408429189,0.0666559971703693,0.151735926947934,0.352563836411211,0.0845515740462287,0.107356549609456
"RAB37",4,-1.4262203388582,0.165728326765481,0.959169376746947,-0.546843559786666,0.848166195132438,FALSE,0.352681892036563,0.258646224483308,0.0438700689151474,0.055129335507079,0.352681892036563,0.16938753271608,0.0647540285610243,0.0555309177807993
"PREB",3,1.66784653388351,-0.675919659289272,0.194059428916496,-0.69418538364627,-0.491800919864462,FALSE,0.352755857221646,0.0543617802068264,0.238126617652408,0.352755857221646,0.0830881193168846,0.0529245589521748,0.10773061128788,0.111012455362181
"RHEB",3,1.34868350274096,0.402862873289551,-1.35642836575498,-0.422055421938203,0.0269374116626744,FALSE,0.352823874665535,0.0309583128287252,0.269036373331067,0.352823874665535,0.0506265818339689,0.0389255321186745,0.0563330535636112,0.201296271658418
"TERF1",6,-0.55921619808619,-0.721956068801955,0.875231502256382,1.27945367149904,-0.873512906867277,FALSE,0.352854600007759,0.221759099643762,0.0669212441211773,0.0540610367940421,0.069795441331905,0.156781686856143,0.352854600007759,0.0778268912452119
"ZBTB42",5,-1.20859194684857,0.590642775336584,1.01718415931455,0.533897576241167,-0.933132564043731,FALSE,0.35286218318565,0.308230095071111,0.0454832001523884,0.0406638881080806,0.0694839402646409,0.35286218318565,0.119304637592183,0.0639720556259455
"GRAP2",4,-1.12153235441442,0.849180171505473,0.62374904675753,-1.06177276939022,0.710375905541631,FALSE,0.352869731225541,0.174800703678547,0.0606584716751337,0.0799312185202255,0.352869731225541,0.178349483545624,0.0735326719615073,0.0798577193934219
"INPP5F",2,1.29014893467586,0.203441801295752,-0.302310423929069,0.268408794123928,-1.45968910616647,FALSE,0.352887667394939,0.0467943741806742,0.352887667394939,0.12624898268828,0.0450604111937342,0.056535673172372,0.168847135986232,0.203625755383768
"ADPRM",5,-1.34977695579562,-0.0650382315394617,0.454205191183678,1.34811375004532,-0.387503753893916,FALSE,0.352933791611238,0.330811373714766,0.0394266134935735,0.0341357419385345,0.0582227141630051,0.352933791611238,0.126494236085762,0.0579755289931205
"HEXB",5,-1.55502361914064,1.12810003611784,-0.0495486294442606,-0.0726689444807,0.549141156947764,FALSE,0.35296298305157,0.193991504030407,0.0562991263477884,0.0621708526770088,0.165502396969853,0.35296298305157,0.0781259756045386,0.0909471613188344
"HMGB2",2,1.15332218035895,-0.612131637232634,-0.701371158242535,1.02623839074778,-0.866057775631565,FALSE,0.352964315467487,0.0431820714129892,0.352964315467487,0.111871728089216,0.0408816400667346,0.0496055175974328,0.213506380106717,0.187988347259423
"GLO1",5,-1.78169678141535,0.351188382765548,0.409250529752507,0.429224126821378,0.592033742075918,FALSE,0.352988861065952,0.345057592632501,0.0341017417519031,0.0366515955811338,0.119697559450024,0.352988861065952,0.0611849919027433,0.0503176576157434
"ASNSD1",6,0.194239397988412,-0.149287629057663,-0.750687591887593,1.6033519924573,-0.897616169500452,FALSE,0.352989113516431,0.0711014354795134,0.138093210778495,0.0719198565174509,0.0479818897760247,0.097488946730966,0.352989113516431,0.220425547201119
"WDTC1",1,-0.984895665708953,-0.953494667552727,0.699384779855895,1.27681624668391,-0.0378106932781216,FALSE,0.353002940586551,0.353002940586551,0.0578927989770935,0.0538374909180598,0.0972865229811163,0.184628127999844,0.182742427521613,0.0706096910157227
"PUF60",2,1.38422687531242,-0.250852923750763,-0.103425801327368,0.345228016208718,-1.37517616644301,FALSE,0.353035304656155,0.0490782514302673,0.353035304656155,0.135166566165331,0.0474852488580391,0.0545629239663593,0.200050551135003,0.160621153788846
"KIF21B",7,1.08642613188883,0.498436212901372,-1.59958627222217,0.0862763550412788,-0.0715524276093121,FALSE,0.353049015670176,0.0332924103144029,0.268496086831962,0.188419792959256,0.0465839257319519,0.0447775085914779,0.0653812599007731,0.353049015670176
"KIT",4,0.598727074942154,-0.790125399245145,0.177823507582011,-1.21499702547505,1.22857184219603,FALSE,0.353085896134429,0.0819033596606704,0.101054355082302,0.22798446191746,0.353085896134429,0.0720299983499526,0.076629266006159,0.0873126628490278
"MGME1",2,1.26668366047722,0.604068676018475,-1.29993815114361,0.0128041789377931,-0.583618364289875,FALSE,0.353091600034603,0.028835292109662,0.353091600034603,0.15415071363666,0.0365953686873926,0.0383605343579385,0.0644332477780108,0.324533243395734
"TRMT2A",2,1.38764961726034,-1.03396726415056,-0.811009577432608,0.577253347123156,-0.119926122800325,FALSE,0.353244718420066,0.0443732494476697,0.353244718420066,0.228639525385972,0.0569709216606279,0.0468862452751648,0.122872515811508,0.147012823998991
"EFHD2",7,0.573975195181596,0.0335411234044551,-1.70615219329077,0.82768080223561,0.270955072469105,FALSE,0.35326326783899,0.0536599392183103,0.202599025984454,0.147280245686454,0.066190344179244,0.0725602586407308,0.104446918451817,0.35326326783899
"CTSB",7,-0.139421584815938,1.00797124981659,-1.62354994355186,0.525196536857137,0.229803741694072,FALSE,0.353301349604563,0.0762305296973505,0.134778897171894,0.116545992701539,0.087697980938741,0.128378605879894,0.103066644006019,0.353301349604563
"POLR2E",6,0.98324617864305,-0.228909814762201,-0.174860210602988,0.889743769242641,-1.4692199225205,FALSE,0.353320873709073,0.0533086642501876,0.229015406720454,0.0900958176567062,0.0422345938520542,0.0621931120940811,0.353320873709073,0.169831531717443
"DDR1",7,-0.281837995093937,0.745901109870668,-1.40167712360276,1.1616057144329,-0.223991705606871,FALSE,0.353349578554937,0.0816461364599918,0.124141788585794,0.0868502081825607,0.0685257946131105,0.147211212950414,0.138275280653191,0.353349578554937
"ZCCHC24",1,-1.14943433994228,0.0486556005500335,1.55030678386105,-0.517974249911573,0.0684462054427642,FALSE,0.35339755275502,0.35339755275502,0.0508912015197122,0.0594319032297106,0.210037617015633,0.178317684487072,0.0878205869913705,0.060103454001481
"LSG1",2,1.48808671454131,0.311401944840671,-0.243235258333521,-0.320687609649241,-1.23556579139922,FALSE,0.3534183697664,0.0473799698248399,0.3534183697664,0.189666206262649,0.0547063343687111,0.0553956877776478,0.12003682416772,0.179396607832032
"LRP12",3,1.42028846111238,0.269870794041171,-1.34339116825642,-0.323594824952584,-0.0231732619445468,FALSE,0.353492106531641,0.0273880122860087,0.302953759137243,0.353492106531641,0.0436818665478544,0.0340049406206328,0.052786297159373,0.185693017717247
"TRIM32",5,-1.48784812934732,1.20557581529483,-0.247860883555509,0.00919624454823841,0.520936953059755,FALSE,0.353493640217634,0.177854952657992,0.0611350068221945,0.0662752978682792,0.155855808893348,0.353493640217634,0.082353345355569,0.103031948184983
"MKRN1",6,0.668664555762927,0.0469952824017189,-0.470056974970379,1.16163720305527,-1.40724006624953,FALSE,0.353507842805181,0.055418893170565,0.184417406783554,0.0759376007542311,0.0406812934953825,0.0722332544982838,0.353507842805181,0.217803708492803
"CHMP7",5,-0.933101443183183,0.829222781699313,-0.305407294557638,1.26875767168984,-0.859471715648329,FALSE,0.353510639508322,0.139878646123208,0.0724659278224583,0.053736315176249,0.0617457569004235,0.353510639508322,0.17701763248937,0.141645081979969
"SAP30BP",7,0.811785302100303,0.461200969104868,-0.80902194969296,0.855710426441102,-1.31967474795331,FALSE,0.35351568649764,0.0455309464451983,0.235742812659374,0.0848661345510527,0.0386119396566061,0.0637144759080609,0.178018004282069,0.35351568649764
"AFM",4,-0.803083955390486,0.612767777407461,-0.613981204375792,-0.665360501428347,1.46965788378716,FALSE,0.353534823993175,0.118814351261198,0.0798682755427452,0.114910360482321,0.353534823993175,0.144382599831273,0.0756577300676209,0.112831858821666
"BIRC5",7,1.16165224884615,0.235332486016622,-1.54176309272719,0.394622675970654,-0.249844318106238,FALSE,0.353563640713474,0.0266009365461577,0.342973886437988,0.144355268163695,0.0341199494331605,0.0352843576078336,0.0631019610976904,0.353563640713474
"RGP1",2,1.51051095175498,0.521777800423317,-0.611696561707968,-0.532967555237094,-0.887624635233232,FALSE,0.353621066031868,0.0386499302720489,0.353621066031868,0.236511309845512,0.0511985699555352,0.047054976039537,0.0838304457571014,0.189133702098397
"NEDD9",7,0.156681390279208,1.39948066508389,-0.833677328404278,0.367075847111549,-1.08956057407037,FALSE,0.353652580090067,0.0740628825998515,0.148392291340283,0.0962583588482694,0.0637124033713293,0.127370498688503,0.136550985061697,0.353652580090067
"EIF6",7,0.316227452272321,0.44773640094015,-0.930579339375816,1.27067332425595,-1.10405783809261,FALSE,0.353699807331415,0.0592994989836365,0.156647057553929,0.0738434523762628,0.0439394013319775,0.0912135663811177,0.221357216041662,0.353699807331415
"USE1",6,-0.200848224853263,-1.3068747748742,0.475485396804694,1.38009065179923,-0.347853048876459,FALSE,0.353728532610634,0.168280745927,0.092024714893333,0.0765078908217725,0.0882715896194808,0.125163518972327,0.353728532610634,0.0960230071554539
"FDX1",3,1.28830308949037,-0.10040260331032,-1.48913627367442,-0.0328161890338575,0.33405197652823,FALSE,0.353821950408265,0.0327517266093734,0.270334452929968,0.353821950408265,0.0536524953832134,0.0396272429134318,0.0615928351675012,0.188219296588247
"VEZF1",6,-0.476457564934686,-0.791919852005984,0.980741591240669,1.17886136215853,-0.891225536458528,FALSE,0.353946854223969,0.220727820064966,0.0693532466938257,0.0567288763434688,0.073148059279163,0.148415362752852,0.353946854223969,0.0776797806417549
"GLDC",3,1.53370700649597,-0.56204923935647,0.395885469277773,-1.03020408943743,-0.337339146979841,FALSE,0.353960122270393,0.0637264678633467,0.195911192157335,0.353960122270393,0.109700246158577,0.0606015763485504,0.105768722858963,0.110331672342836
"HAT1",2,1.29937426555486,-0.851470106928125,-0.422525831196599,0.826290891840971,-0.851669219271106,FALSE,0.353961571814303,0.046442669738946,0.353961571814303,0.134650129889881,0.0461192061914256,0.0496121727171827,0.218261535941505,0.150952713706757
"CD209",4,0.424084932534411,-0.381943040160487,-0.298125334749295,-1.204792771419,1.46077621379437,FALSE,0.353964220645443,0.078115196312469,0.100071311023254,0.224425040952015,0.353964220645443,0.075771914841111,0.0710274263926225,0.0966248898330856
"CNPY4",5,-1.57116606590212,1.12907676265144,0.119940291072441,-0.147427674577366,0.469576686755603,FALSE,0.353965396558396,0.2049605036644,0.0542268283980044,0.0599707011539221,0.164758501779145,0.353965396558396,0.0768806742480176,0.0852373941981152
"KRTCAP3",1,-0.800359178113193,-0.938526828340452,1.0964340210103,1.05268096032608,-0.410228974882733,FALSE,0.354018788407882,0.354018788407882,0.0589928391504265,0.0542639659610116,0.0923299256603916,0.16458544367394,0.20845944005748,0.0673495970888678
"UBL4A",5,-0.938848391392828,1.38628349627164,0.238991348377531,0.32912384042958,-1.01555029368592,FALSE,0.354046827090028,0.162661630514661,0.0750319036719398,0.0636195975816187,0.0830507949406038,0.354046827090028,0.134579896195313,0.127009350005835
"DCHS1",4,-1.3980968565689,-0.109428791062459,1.0349800872055,-0.415845723238626,0.888391283664481,FALSE,0.354056492035373,0.280360442465476,0.041994506407696,0.0526813178823046,0.354056492035373,0.154533847578874,0.0645589624053082,0.051814431224968
"TENC1",1,-1.32021490327277,-0.460623624885034,1.18615579543387,-0.182798789234741,0.777481521958678,FALSE,0.354066327704581,0.354066327704581,0.0407120644826369,0.0500090155175479,0.291145773105038,0.145925577852737,0.0694762840930545,0.0486649572444044
"TWISTNB",2,1.07865366985711,-0.21927765663516,-0.862554993028998,1.0126328620812,-1.00945388227415,FALSE,0.354089080531176,0.0385615266024696,0.354089080531176,0.0951183365714546,0.0355481288941349,0.0479040763081028,0.181538664065255,0.247240187027407
"ERO1L",7,0.670724159062331,1.15197881940988,-1.46182702016043,-0.282956115517943,-0.0779198427938328,FALSE,0.354090300331381,0.0522171123455245,0.186631835921569,0.176120120687823,0.0740331867568647,0.0762054342412382,0.0807020097155987,0.354090300331381
"DCUN1D4",7,-0.236246622389023,1.18612074059445,-1.09394653848875,0.88757519202015,-0.743502771736827,FALSE,0.354102875382149,0.0810685992900788,0.12170999538186,0.0810808003671024,0.06292413138449,0.157437017387179,0.141676580807141,0.354102875382149
"RASSF8",1,-1.55565643370891,-0.110754957628869,0.890317491812417,-0.0986974867506314,0.87479138627599,FALSE,0.354118061319634,0.354118061319634,0.0392890175070283,0.0471624260274374,0.262955322605003,0.181564295524261,0.0645074634850197,0.0504034135316169
"KHSRP",6,0.48368699941086,-1.39009948194986,-0.0121070528304139,1.29940400164926,-0.380884466279844,FALSE,0.35412458932046,0.0992899077184841,0.145667477315729,0.107478787439839,0.0787940488284801,0.0899655719347283,0.35412458932046,0.124679617442279
"TYW1",7,0.0726892936086987,1.33727711103237,-0.848701454305579,0.534414414319484,-1.09567936465498,FALSE,0.354125474559865,0.0755465196633949,0.141464992337122,0.0897947115164491,0.0616096339194138,0.133464657944341,0.143994010059413,0.354125474559865
"FGD4",4,0.302997159443657,0.24302738234112,-0.06601744403162,-1.60557462043205,1.12556752267889,FALSE,0.354147955618684,0.0849820916409274,0.098919908618114,0.201698365278983,0.354147955618684,0.086377373607719,0.0720535064535769,0.101820798781995
"VPS4B",2,1.33100624068256,0.687506643185966,-1.09789541304948,-0.208699513544016,-0.711917957275029,FALSE,0.354221859974728,0.0327753563565316,0.354221859974728,0.179891665351797,0.0421199710229762,0.0429253531011259,0.0712715873187305,0.27679420687411
"ARHGEF35",4,-1.45298953836606,0.439010741496839,0.102209086152012,-0.340978454835335,1.25274816555254,FALSE,0.35424358530506,0.185777177061051,0.0533984149849697,0.0678369353696046,0.35424358530506,0.195116487333356,0.0687503208438443,0.0748770791021136
"RFX3",6,-0.270162338006143,-1.21183515636885,0.728961904887657,1.28303616372932,-0.530000574241984,FALSE,0.354250493401716,0.186057465489795,0.0846514355782199,0.0710455582164259,0.0860980928451004,0.12942098959463,0.354250493401716,0.0884759648741122
"GALNT12",3,1.39345754476272,0.645153917759566,-0.662341317380443,-1.04611322583569,-0.330156919306145,FALSE,0.354255518221632,0.0460375321802952,0.226882107805107,0.354255518221632,0.0765060191821853,0.0550274775588782,0.0746535811829911,0.166637763868911
"BLOC1S2",1,-1.14966435963003,0.361374383306786,1.16074714662143,0.56576353749683,-0.938220707795016,FALSE,0.354340837584443,0.354340837584443,0.0462507708333197,0.0415673455692007,0.0715708832895818,0.294704064221914,0.129595180019071,0.0619709184824688
"CD47",3,1.29862322342609,-1.40407292418678,-0.249262679422937,-0.152124179174059,0.50683655935768,FALSE,0.354435622218288,0.0628917994191695,0.189335562206071,0.354435622218288,0.116258843700385,0.0579072646538297,0.108959966062769,0.110210941739487
"HPCAL1",7,1.20364688005323,0.495983755205948,-1.46094798147803,0.14747377155513,-0.386156425336283,FALSE,0.354502364849687,0.0279526685939017,0.329711676553677,0.152605877754386,0.0361649223588032,0.0373612804179768,0.0617012094715686,0.354502364849687
"STEAP4",4,-1.17281325026092,-0.747555084920776,1.02161765990742,-0.106543471108259,1.00529414638254,FALSE,0.354559871413485,0.275826738328386,0.0471351142249733,0.0594013361092872,0.354559871413485,0.132463981271473,0.0760405495570317,0.0545724090953642
"CAB39",5,-1.19137318665771,1.47990339452033,-0.55360288670991,0.288914014126687,-0.0238413352793996,FALSE,0.354563855326518,0.14341830947352,0.0751043419828217,0.0716521433097144,0.109046591397799,0.354563855326518,0.0999723832270638,0.146242375282563
